Time (s),X (Yellow Actual),Y (Yellow Actual),X (Yellow Predicted),Y (Yellow Predicted),X (Red Actual),Y (Red Actual),X (Red Predicted),Y (Red Predicted)
22.936803340911865,319,67,319,49,544,256,543,255
22.97011113166809,318,81,320,62,545,260,544,257
23.00092124938965,316,94,319,78,545,259,544,258
23.036436557769775,310,104,316,93,546,262,545,259
23.069105625152588,303,112,310,108,546,264,545,262
23.100271224975586,296,116,303,119,546,265,546,264
23.136675119400024,286,115,293,125,546,265,546,265
23.170348167419434,276,109,282,126,546,264,546,265
23.200507879257202,268,100,271,120,547,265,546,266
23.23780655860901,263,89,261,111,547,266,547,267
23.268490314483643,262,77,255,97,,,,
23.30155086517334,264,65,252,82,544,255,546,262
23.33727264404297,269,54,254,66,544,261,545,261
23.369849920272827,277,46,259,51,544,260,544,260
23.400509357452393,287,40,269,39,544,263,544,261
23.436076879501343,299,40,282,31,544,264,543,262
23.46862506866455,312,41,297,27,544,265,543,263
23.502403736114502,323,46,313,28,544,265,543,264
23.53772759437561,331,52,327,33,544,264,543,264
23.568047285079956,336,60,338,41,544,262,543,263
23.60091257095337,339,68,347,51,545,261,544,262
23.638068914413452,338,75,351,62,545,262,544,262
23.668092250823975,335,82,351,73,545,263,544,262
23.701802968978882,331,89,348,84,546,265,545,263
23.738160133361816,329,95,344,93,547,265,546,264
23.76895022392273,329,100,340,102,547,266,546,265
23.800841808319092,331,103,338,109,547,269,547,267
23.837966442108154,336,105,338,113,547,269,547,268
23.8688223361969,341,103,340,114,546,270,547,270
23.90194797515869,346,99,344,112,546,270,546,270
23.937071323394775,350,91,348,107,546,270,546,271
23.968327522277832,352,81,352,97,545,269,545,271
24.00024104118347,350,70,353,85,545,270,545,271
24.036988019943237,345,59,351,71,544,267,544,269
24.068631410598755,339,48,347,56,544,269,544,269
24.100106954574585,330,39,340,42,544,269,543,269
24.137627124786377,320,31,330,30,,,,
24.170017957687378,309,27,318,20,545,273,543,271
24.200989484786987,299,25,305,13,,,,
24.237348079681396,288,26,291,11,545,272,544,271
24.26916813850403,280,29,279,11,544,271,543,271
24.301169633865356,272,34,268,15,543,271,543,271
24.332175254821777,265,42,258,23,543,271,542,271
24.370909690856934,260,51,250,33,542,272,542,272
24.401630401611328,255,61,243,46,541,271,541,271
24.43333864212036,253,72,239,60,541,272,540,272
24.468421697616577,252,83,237,74,540,271,539,271
24.502957820892334,,,,,540,272,539,271
24.53261089324951,,,,,,,,
24.570533514022827,,,,,541,268,539,270
24.60092258453369,286,127,252,104,541,269,539,269
24.63233733177185,291,129,267,125,541,270,540,269
24.668482542037964,302,131,283,140,541,271,540,269
24.702746391296387,315,132,300,149,542,270,540,269
24.733760356903076,325,131,317,153,542,270,541,269
24.77042555809021,337,129,333,152,541,270,541,269
24.80090045928955,345,125,347,149,,,,
24.834830284118652,354,118,360,141,543,268,542,268
24.86949062347412,362,111,371,131,,,,
24.90243148803711,368,103,380,120,541,268,541,268
24.93242645263672,372,94,387,107,541,266,541,266
24.97088623046875,374,85,390,94,,,,
25.00052833557129,374,75,391,81,,,,
25.034644603729248,373,65,390,67,,,,
25.068474769592285,370,55,387,54,,,,
25.100148677825928,365,47,381,42,,,,
25.133320093154907,357,39,372,31,,,,
25.168283462524414,349,33,362,22,,,,
25.20144009590149,340,28,350,15,,,,
25.232284545898438,330,25,338,11,,,,
25.26906394958496,320,25,325,9,,,,
25.300305366516113,309,26,311,9,,,,
25.33517050743103,299,29,298,12,,,,
25.36822819709778,289,34,285,17,,,,
25.400649309158325,281,40,274,25,,,,
25.433051824569702,273,48,263,34,,,,
25.469159364700317,267,58,255,46,,,,
25.50235915184021,263,70,249,59,,,,
25.532806873321533,260,82,245,74,,,,
25.56927514076233,259,93,243,89,,,,
25.60109543800354,261,104,244,103,,,,
25.634411573410034,268,115,249,118,,,,
25.669115781784058,275,123,257,130,,,,
25.702869415283203,284,128,267,139,,,,
25.73349356651306,295,131,280,146,,,,
25.768511533737183,307,130,294,148,,,,
25.800947904586792,317,127,309,147,,,,
25.832297801971436,325,120,323,141,,,,
25.868777751922607,331,110,334,131,,,,
25.90277671813965,333,99,342,119,,,,
25.93334650993347,334,86,346,103,,,,
25.968133449554443,335,74,349,86,,,,
26.00083637237549,338,64,350,71,,,,
26.03198790550232,342,58,352,57,,,,
26.069072008132935,347,55,355,47,,,,
26.101858377456665,353,55,358,42,,,,
26.132763385772705,356,56,362,40,,,,
26.17053985595703,357,58,364,41,,,,
26.20062565803528,354,60,363,43,541,269,541,267
26.234509229660034,347,62,359,47,542,268,541,267
26.269033193588257,337,65,350,52,544,266,542,266
26.30099654197693,326,69,339,58,545,265,543,265
26.33263897895813,314,74,326,65,543,270,543,266
26.371190071105957,301,81,310,73,544,265,544,265
26.400710344314575,286,90,293,83,,,,
26.43310046195984,264,96,272,92,,,,
26.46446418762207,244,106,249,103,,,,
26.50241446495056,225,119,225,116,,,,
26.532206773757935,207,135,202,131,,,,
26.567152738571167,,,,,,,,
26.60106611251831,,,,,,,,
26.632635593414307,140,225,158,181,,,,
26.664626121520996,131,238,125,222,,,,
26.702357530593872,117,260,98,259,,,,
26.732683658599854,103,287,76,295,,,,
26.767448902130127,90,315,59,329,,,,
26.80131196975708,77,344,44,363,,,,
26.83239221572876,62,375,31,396,,,,
26.864323139190674,45,406,17,429,,,,
26.900325536727905,32,432,5,460,,,,
26.93231177330017,21,451,-4,486,,,,
26.96655774116516,,,,,,,,
27.003024339675903,,,,,,,,
27.0344877243042,,,,,,,,
27.064833402633667,,,,,,,,
27.102364540100098,,,,,,,,
27.132375478744507,,,,,,,,
27.166372060775757,,,,,,,,
27.200571060180664,,,,,,,,
27.234342098236084,,,,,,,,
27.26442837715149,,,,,,,,
27.30148935317993,,,,,,,,
27.332448720932007,,,,,,,,
27.36490225791931,,,,,,,,
27.40063452720642,,,,,,,,
27.432210445404053,,,,,,,,
27.46712565422058,,,,,,,,
27.503762245178223,,,,,,,,
27.535425662994385,,,,,,,,
27.56535005569458,,,,,,,,
27.601040601730347,,,,,,,,
27.632368803024292,,,,,,,,
27.66520881652832,,,,,,,,
27.70002317428589,,,,,,,,
27.732261896133423,,,,,,,,
27.764280319213867,,,,,,,,
27.80023217201233,,,,,,,,
27.83262038230896,,,,,,,,
27.86420965194702,,,,,,,,
27.900228023529053,,,,,,,,
27.93211340904236,,,,,,,,
27.964293956756592,,,,,,,,
28.000202178955078,,,,,,,,
28.03227138519287,,,,,,,,
28.06439971923828,,,,,,,,
28.100541353225708,,,,,,,,
28.132203340530396,,,,,,,,
28.164267778396606,,,,,,,,
28.20034098625183,,,,,,,,
28.23305058479309,,,,,,,,
28.264341831207275,,,,,,,,
28.30052924156189,,,,,,,,
28.33261799812317,,,,,,,,
28.363932371139526,,,,,,,,
28.400778770446777,,,,,,,,
28.43217420578003,,,,,,,,
28.464407682418823,,,,,,,,
28.49652862548828,,,,,,,,
28.532672882080078,,,,,,,,
28.564114809036255,,,,,,,,
28.596405267715454,,,,,,,,
28.632107734680176,,,,,,,,
28.66441583633423,,,,,,,,
28.6960129737854,,,,,,,,
28.732450008392334,,,,,,,,
28.764286994934082,,,,,,,,
28.796715021133423,,,,,,,,
28.83308506011963,,,,,,,,
28.86433434486389,,,,,,,,
28.897871255874634,,,,,,,,
28.932978868484497,,,,,,,,
28.965558290481567,,,,,,,,
28.99654245376587,,,,,,,,
29.032550811767578,,,,,,,,
29.064855813980103,,,,,,,,
29.09640407562256,,,,,,,,
29.133166551589966,,,,,,,,
29.164817333221436,,,,,,,,
29.196949005126953,,,,,,,,
29.232227563858032,,,,,,,,
29.264644145965576,,,,,,,,
29.29647922515869,,,,,,,,
29.333096265792847,,,,,,,,
29.364255905151367,,,,,,,,
29.3964421749115,,,,,,,,
29.432315826416016,,,,,,,,
29.464263677597046,,,,,,,,
29.497009992599487,,,,,,,,
29.532521963119507,,,,,,,,
29.563989877700806,,,,,,,,
29.596960067749023,,,,,,,,
29.632808685302734,,,,,,,,
29.664466381072998,,,,,,,,
29.696129083633423,,,,,,,,
29.732502698898315,,,,,,,,
29.764453887939453,,,,,,,,
29.79640555381775,,,,,,,,
29.834489345550537,,,,,,,,
29.864836931228638,,,,,,,,
29.8969247341156,,,,,,,,
29.932767152786255,,,,,,,,
29.96660614013672,,,,,,,,
29.99673104286194,,,,,,,,
30.032355308532715,,,,,,,,
30.06468105316162,,,,,,,,
30.096286296844482,,,,,,,,
30.132943630218506,,,,,,,,
30.1662437915802,,,,,,,,
30.196624279022217,,,,,,,,
30.23504662513733,,,,,,,,
30.265244245529175,,,,,,,,
30.29885506629944,,,,,,,,
30.334901094436646,,,,,,,,
30.36405611038208,,,,,,,,
30.396953105926514,,,,,,,,
30.434443950653076,,,,,,,,
30.464925050735474,,,,,,,,
30.497065782546997,,,,,,,,
30.53258776664734,,,,,,,,
30.565510034561157,,,,,,,,
30.596111059188843,,,,,,,,
30.630319356918335,,,,,,,,
30.664692163467407,,,,,,,,
30.69628095626831,,,,,,,,
30.72825598716736,,,,,,,,
30.766284704208374,,,,,,,,
30.79715347290039,,,,,,,,
30.828127145767212,,,,,,,,
30.86463189125061,,,,,,,,
30.897984266281128,,,,,,,,
30.928519248962402,,,,,,,,
30.964008569717407,,,,,,,,
30.99813437461853,,,,,,,,
31.028061151504517,,,,,,,,
31.06530523300171,,,,,,,,
31.097257137298584,,,,,,,,
31.128729820251465,,,,,,,,
31.164846420288086,,,,,,,,
31.1971333026886,,,,,,,,
31.22921371459961,,,,,,,,
31.265239238739014,,,,,,,,
31.29697346687317,,,,,,,,
31.32850480079651,,,,,,,,
31.364696502685547,,,,,,,,
31.397052764892578,,,,,,,,
31.429093837738037,,,,,,,,
31.464346170425415,,,,,,,,
31.496192693710327,,,,,,,,
31.52867102622986,,,,,,,,
31.56468367576599,,,,,,,,
31.59625482559204,,,,,,,,
31.62789797782898,,,,,,,,
31.66488003730774,,,,,,,,
31.69632840156555,,,,,,,,
31.72948169708252,,,,,,,,
31.765523433685303,,,,,,,,
31.797389030456543,,,,,,,,
31.828495740890503,,,,,,,,
31.8645761013031,,,,,,,,
31.897093534469604,,,,,,,,
31.92855954170227,,,,,,,,
31.964555025100708,,,,,,,,
31.997111797332764,,,,,,,,
32.0289146900177,,,,,,,,
32.06477403640747,,,,,,,,
32.09680390357971,,,,,,,,
32.129321575164795,,,,,,,,
32.164968729019165,,,,,,,,
32.19836401939392,,,,,,,,
32.22824287414551,,,,,,,,
32.26465582847595,,,,,,,,
32.29732799530029,,,,,,,,
32.32907295227051,,,,,,,,
32.36403727531433,,,,,,,,
32.396870136260986,,,,,,,,
32.42966842651367,,,,,,,,
32.46585178375244,,,,,,,,
32.49720096588135,,,,,,,,
32.528467893600464,,,,,,,,
32.56433415412903,,,,,,,,
32.59605050086975,,,,,,,,
32.62815713882446,,,,,,,,
32.66058802604675,,,,,,,,
32.69685077667236,,,,,,,,
32.72886657714844,,,,,,,,
32.7606999874115,,,,,,,,
32.79745697975159,,,,,,,,
32.828380823135376,,,,,,,,
32.860804319381714,,,,,,,,
32.89690041542053,,,,,,,,
32.92882704734802,,,,,,,,
32.96048140525818,,,,,,,,
32.997917890548706,,,,,,,,
33.02863931655884,,,,,,,,
33.06108236312866,,,,,,,,
33.09695386886597,,,,,,,,
33.128369092941284,,,,,,,,
33.1615936756134,,,,,,,,
33.19602847099304,,,,,,,,
33.22904992103577,,,,,,,,
33.26035261154175,,,,,,,,
33.296382427215576,,,,,,,,
33.329530239105225,,,,,,,,
33.3606379032135,,,,,,,,
33.396525382995605,,,,,,,,
33.42857623100281,,,,,,,,
33.46090531349182,,,,,,,,
33.498069047927856,,,,,,,,
33.529855489730835,,,,,,,,
33.56063199043274,,,,,,,,
33.596843004226685,,,,,,,,
33.62808346748352,,,,,,,,
33.66008639335632,,,,,,,,
33.697179079055786,,,,,,,,
33.72850036621094,,,,,,,,
33.760449171066284,,,,,,,,
33.79638648033142,,,,,,,,
33.828529834747314,,,,,,,,
33.86078882217407,,,,,,,,
33.897035121917725,,,,,,,,
33.92817211151123,,,,,,,,
33.95995116233826,,,,,,,,
33.99595236778259,,,,,,,,
34.027981758117676,,,,,,,,
34.06008052825928,,,,,,,,
34.096370697021484,,,,,,,,
34.12794375419617,,,,,,,,
34.161415815353394,,,,,,,,
34.19647717475891,,,,,,,,
34.22904896736145,,,,,,,,
34.26089692115784,,,,,,,,
34.296382904052734,,,,,,,,
34.32848143577576,,,,,,,,
34.360432863235474,,,,,,,,
34.396843910217285,,,,,,,,
34.428656339645386,,,,,,,,
34.461204528808594,,,,,,,,
34.497053384780884,,,,,,,,
34.52875256538391,,,,,,,,
34.55987572669983,,,,,,,,
34.596481800079346,,,,,,,,
34.62796592712402,,,,,,,,
34.660096406936646,,,,,,,,
34.69635248184204,,,,,,,,
34.72792601585388,,,,,,,,
34.76016688346863,,,,,,,,
34.792251110076904,,,,,,,,
34.82856845855713,,,,,,,,
34.860092639923096,,,,,,,,
34.89471888542175,,,,,,,,
34.928410053253174,,,,,,,,
34.96344256401062,,,,,,,,
34.992544651031494,,,,,,,,
35.02835750579834,,,,,,,,
35.06060528755188,,,,,,,,
35.09356474876404,,,,,,,,
35.12867212295532,,,,,,,,
35.16008496284485,,,,,,,,
35.1927649974823,,,,,,,,
35.228204011917114,,,,,,,,
35.26034760475159,,,,,,,,
35.29472351074219,,,,,,,,
35.331289291381836,,,,,,,,
35.36278414726257,,,,,,,,
35.392372846603394,,,,,,,,
35.430381774902344,,,,,,,,
35.46139740943909,,,,,,,,
35.49435305595398,,,,,,,,
35.528176069259644,,,,,,,,
35.56286883354187,,,,,,,,
35.59236550331116,,,,,,,,
35.6286404132843,,,,,,,,
35.66063714027405,,,,,,,,
35.69427132606506,,,,,,,,
35.728485345840454,,,,,,,,
35.762972593307495,,,,,,,,
35.79210615158081,,,,,,,,
35.83065342903137,,,,,,,,
35.86013412475586,,,,,,,,
35.894646406173706,,,,,,,,
35.92890691757202,,,,,,,,
35.962427854537964,,,,,,,,
35.992873668670654,,,,,,,,
36.028141498565674,,,,,,,,
36.060080766677856,,,,,,,,
36.09416151046753,,,,,,,,
36.129910945892334,,,,,,,,
36.16024565696716,,,,,,,,
36.192363023757935,,,,,,,,
36.228110790252686,,,,,,,,
36.26163959503174,,,,,,,,
36.29393982887268,,,,,,,,
36.32824730873108,,,,,,,,
36.36070418357849,,,,,,,,
36.39244508743286,,,,,,,,
36.43042254447937,,,,,,,,
36.46123909950256,,,,,,,,
36.49261832237244,,,,,,,,
36.528563261032104,,,,,,,,
36.560184478759766,,,,,,,,
36.593929290771484,,,,,,,,
36.628430128097534,,,,,,,,
0.18949580192565918,,,,,,,,
0.28400230407714844,,,,,,,,
0.28939175605773926,,,,,,,,
0.2946465015411377,,,,,,,,
0.31583499908447266,,,,,,,,
0.3478066921234131,,,,,,,,
0.3842134475708008,,,,,,,,
0.41597580909729004,,,,,,,,
0.4478724002838135,,,,,,,,
0.4842686653137207,,,,,,,,
0.5158569812774658,,,,,,,,
0.5479376316070557,,,,,,,,
0.5842480659484863,,,,,,,,
0.6159193515777588,,,,,,,,
0.6479918956756592,,,,,,,,
0.684704065322876,,,,,,,,
0.7162199020385742,,,,,,,,
0.7481565475463867,,,,,,,,
0.7842233180999756,,,,,,,,
0.8162610530853271,,,,,,,,
0.8479797840118408,,,,,,,,
0.8850891590118408,,,,,,,,
0.9164307117462158,,,,,,,,
0.9478194713592529,,,,,,,,
0.9846460819244385,,,,,,,,
1.016789197921753,,,,,,,,
1.0495562553405762,,,,,,,,
1.0874733924865723,,,,,,,,
1.1177153587341309,,,,,,,,
1.1484894752502441,,,,,,,,
1.1842243671417236,,,,,,,,
1.2163012027740479,,,,,,,,
1.2478852272033691,,,,,,,,
1.2840263843536377,,,,,,,,
1.3177013397216797,,,,,,,,
1.3481030464172363,,,,,,,,
1.3857402801513672,,,,,,,,
1.41807222366333,,,,,,,,
1.4495501518249512,,,,,,,,
1.4814627170562744,,,,,,,,
1.5161404609680176,,,,,,,,
1.5495121479034424,,,,,,,,
1.5799643993377686,,,,,,,,
1.6166083812713623,,,,,,,,
1.6482059955596924,,,,,,,,
1.6800038814544678,,,,,,,,
1.716043472290039,,,,,,,,
1.7488682270050049,,,,,,,,
1.779909372329712,,,,,,,,
1.8170428276062012,,,,,,,,
1.849679708480835,,,,,,,,
1.8804349899291992,,,,,,,,
1.9179637432098389,,,,,440,223,0,0
1.9486424922943115,,,,,440,223,4,2
1.9806511402130127,,,,,,,,
2.016646146774292,,,,,,,,
2.0482723712921143,,,,,,,,
2.080709218978882,,,,,,,,
2.116467237472534,,,,,,,,
2.1489927768707275,,,,,,,,
2.180292844772339,,,,,,,,
2.216883659362793,,,,,,,,
2.248446464538574,,,,,,,,
2.280324935913086,,,,,,,,
2.3162591457366943,,,,,,,,
2.348196506500244,,,,,,,,
2.382072925567627,,,,,,,,
2.4162609577178955,,,,,,,,
2.448160409927368,,,,,,,,
2.480360984802246,,,,,,,,
2.5186679363250732,,,,,,,,
2.5485622882843018,,,,,,,,
2.580477476119995,,,,,,,,
2.6169886589050293,,,,,,,,
2.648275375366211,,,,,,,,
2.6815361976623535,,,,,,,,
2.7163522243499756,,,,,,,,
2.7485926151275635,,,,,,,,
2.780280828475952,,,,,,,,
2.819138526916504,,,,,,,,
2.8505027294158936,,,,,,,,
2.8802592754364014,,,,,,,,
2.9160022735595703,,,,,,,,
2.9481394290924072,,,,,,,,
2.9827818870544434,,,,,,,,
3.017019033432007,,,,,,,,
3.047966957092285,,,,,281,476,15,20
3.0816447734832764,,,,,285,476,44,70
3.116333246231079,,,,,291,475,101,165
3.1503379344940186,,,,,292,472,178,290
3.180609703063965,,,,,299,471,257,413
3.2166895866394043,,,,,303,469,319,506
3.248760461807251,,,,,311,467,363,564
3.280749797821045,,,,,306,463,384,591
3.316265344619751,,,,,307,460,392,597
3.3490703105926514,,,,,304,458,389,589
3.3812832832336426,,,,,303,456,380,573
3.4168972969055176,,,,,302,457,368,554
3.448046922683716,,,,,324,454,364,533
3.4811413288116455,,,,,339,448,366,510
3.5167124271392822,,,,,350,439,369,487
3.549473762512207,,,,,362,434,375,466
3.5803921222686768,,,,,376,428,384,448
3.612534999847412,,,,,380,431,391,436
3.6480770111083984,,,,,389,427,399,426
3.6805458068847656,,,,,398,420,406,417
3.712125301361084,,,,,407,411,415,407
3.749286413192749,,,,,418,401,424,397
3.780874490737915,,,,,429,391,435,386
3.8126959800720215,,,,,435,368,443,369
3.848741054534912,,,,,444,353,452,352
3.880775213241577,,,,,452,341,461,336
3.914219379425049,,,,,460,332,469,322
3.949105739593506,,,,,469,339,477,317
3.9805305004119873,,,,,474,327,484,310
4.013603210449219,,,,,,,,
4.048369884490967,,,,,,,,
4.080621719360352,,,,,,,,
4.112403631210327,,,,,,,,
4.1485795974731445,,,,,,,,
4.180063486099243,,,,,,,,
4.211982250213623,,,,,,,,
4.248581647872925,,,,,,,,
4.280266284942627,,,,,,,,
4.312285900115967,,,,,,,,
4.3494038581848145,,,,,,,,
4.379926681518555,,,,,,,,
4.41274356842041,,,,,,,,
4.448442697525024,,,,,,,,
4.481303453445435,,,,,,,,
4.512760877609253,,,,,,,,
4.547886610031128,,,,,,,,
4.579969882965088,,,,,,,,
4.611920356750488,,,,,,,,
4.648353576660156,,,,,,,,
4.680158615112305,,,,,,,,
4.71249532699585,,,,,,,,
4.751192808151245,16,474,0,0,13,460,281,367
4.7802863121032715,24,463,0,4,,,,
4.8123908042907715,42,437,1,21,,,,
4.849607944488525,63,405,8,63,,,,
4.883117198944092,86,372,25,137,,,,
4.9127888679504395,108,339,55,225,,,,
4.948336362838745,131,311,93,299,,,,
4.979769945144653,148,281,133,341,,,,
5.012227535247803,,,,,,,,
5.048525094985962,,,,,,,,
5.080477714538574,,,,,,,,
5.112008094787598,,,,,,,,
5.148437738418579,,,,,,,,
5.180187940597534,230,179,196,319,,,,
5.2119457721710205,231,176,240,291,,,,
5.2482593059539795,233,173,269,262,,,,
5.280802011489868,235,170,285,236,,,,
5.312668800354004,236,168,291,213,,,,
5.34838080406189,238,167,292,194,,,,
5.380202770233154,241,167,290,180,,,,
5.41231894493103,243,167,285,170,,,,
5.448742151260376,244,167,279,164,,,,
5.481297492980957,245,167,273,160,,,,
5.512164115905762,245,166,267,157,,,,
5.54890251159668,245,166,261,156,,,,
5.583453893661499,245,165,256,156,,,,
5.61271333694458,245,164,252,156,,,,
5.6449198722839355,245,163,249,156,,,,
5.680806398391724,246,162,247,157,,,,
5.711921453475952,246,161,246,157,,,,
5.744780540466309,246,160,245,156,,,,
5.779924154281616,246,160,244,157,,,,
5.812160968780518,246,159,244,156,,,,
5.844877004623413,246,158,244,156,,,,
5.880255222320557,246,157,244,156,,,,
5.912276744842529,246,156,244,155,,,,
5.944652318954468,247,156,245,154,,,,
5.980585813522339,248,156,246,154,,,,
6.011968612670898,248,155,247,154,,,,
6.044635772705078,249,155,248,154,,,,
6.081238269805908,250,155,249,153,,,,
6.112100839614868,250,155,250,154,,,,
6.144320249557495,250,155,250,154,,,,
6.180356502532959,250,155,250,154,,,,
6.212940692901611,249,154,250,153,,,,
6.244486331939697,246,153,248,153,,,,
6.283333778381348,241,152,245,152,,,,
6.313013792037964,236,150,240,150,,,,
6.345765113830566,227,147,233,148,,,,
6.380763053894043,215,142,222,144,,,,
6.413024187088013,203,137,209,139,,,,
6.444226264953613,191,133,195,134,,,,
6.480425596237183,180,129,181,129,,,,
6.512232542037964,171,126,168,124,,,,
6.544836521148682,165,124,158,121,,,,
6.579797267913818,161,123,149,118,,,,
6.612283229827881,159,122,144,116,,,,
6.64398193359375,159,122,142,116,,,,
6.680184841156006,160,122,143,116,,,,
6.711770057678223,161,122,145,116,,,,
6.74376106262207,162,123,148,117,,,,
6.779869794845581,164,123,152,119,,,,
6.812491416931152,165,123,155,120,,,,
6.843993902206421,165,123,159,120,,,,
6.882721662521362,166,124,161,122,,,,
6.912057161331177,166,124,164,123,,,,
6.944555759429932,167,124,166,123,,,,
6.982041597366333,168,124,167,124,455,315,330,345
7.01202917098999,170,124,169,124,449,328,368,334
7.044141530990601,172,125,172,124,438,332,393,329
7.080113172531128,174,125,174,125,427,321,408,321
7.11209774017334,176,125,176,125,414,328,413,319
7.144552946090698,177,125,178,125,405,330,412,319
7.180328845977783,178,126,179,126,398,331,407,321
7.212356805801392,179,127,181,126,393,331,402,322
7.24496054649353,179,127,181,127,390,331,396,324
7.2804481983184814,180,128,182,128,,,,
7.312962293624878,180,129,182,128,,,,
7.345578670501709,180,130,182,129,,,,
7.380238771438599,180,131,182,131,,,,
7.412842273712158,180,131,181,131,,,,
7.446640729904175,180,132,181,132,,,,
7.482299089431763,180,132,181,133,,,,
7.512242794036865,180,132,180,133,,,,
7.545107126235962,181,132,181,133,,,,
7.58017635345459,181,132,181,133,,,,
7.612201452255249,182,132,181,133,,,,
7.646149158477783,183,132,182,132,,,,
7.682273626327515,183,132,183,132,,,,
7.712323188781738,184,131,183,132,,,,
7.745145797729492,185,131,184,131,,,,
7.776373863220215,186,131,185,131,,,,
7.812597751617432,187,131,186,131,,,,
7.847070693969727,189,130,188,130,401,334,397,327
7.87819242477417,191,130,190,130,,,,
7.912511587142944,192,129,192,129,378,294,387,312
7.9444732666015625,193,127,193,127,392,314,387,309
7.976163625717163,195,125,195,126,,,,
8.01258111000061,199,121,198,123,,,,
8.045578479766846,205,117,202,119,,,,
8.076858520507812,212,112,209,114,,,,
8.114718914031982,222,108,217,109,,,,
8.145002841949463,232,103,228,103,,,,
8.175867319107056,243,98,239,97,,,,
8.212749242782593,255,93,252,92,,,,
8.246232748031616,267,88,266,86,,,,
8.276578903198242,279,86,280,81,,,,
8.312155723571777,290,84,294,78,,,,
8.343961238861084,301,83,307,76,,,,
8.376272201538086,311,82,319,74,,,,
8.413086175918579,320,83,331,75,,,,
8.44412636756897,328,83,340,75,,,,
8.476308822631836,335,85,348,77,,,,
8.512092113494873,340,85,355,79,,,,
8.54480504989624,345,86,360,81,,,,
8.57910680770874,347,86,363,83,,,,
8.612828254699707,349,86,364,84,,,,
8.646835565567017,350,86,364,85,,,,
8.676588535308838,350,86,363,86,,,,
8.714756965637207,350,86,361,86,394,304,388,304
8.744585514068604,348,86,358,86,397,301,390,299
8.77820634841919,347,86,355,86,,,,
8.81289005279541,344,86,351,86,,,,
8.844719171524048,342,86,347,86,,,,
8.876895904541016,341,86,344,86,,,,
8.912511587142944,339,87,340,86,,,,
8.944443225860596,338,88,338,87,,,,
8.976408004760742,338,88,336,88,,,,
9.012329578399658,337,88,335,88,,,,
9.04382848739624,337,89,334,88,,,,
9.075914859771729,336,90,333,89,,,,
9.112173080444336,334,90,332,90,,,,
9.143943548202515,330,91,330,91,,,,
9.175877571105957,326,92,326,92,429,335,407,311
9.212507009506226,321,93,322,93,429,336,419,321
9.24418592453003,314,92,316,93,423,335,424,328
9.275932550430298,307,93,309,93,417,335,425,333
9.314129114151001,299,93,300,93,411,334,422,336
9.344802141189575,291,93,292,94,406,334,417,337
9.376207828521729,283,94,282,94,401,334,411,338
9.412740707397461,275,95,273,95,394,335,403,339
9.446757078170776,267,96,263,95,388,334,394,338
9.476073503494263,260,98,255,97,382,333,386,337
9.513374328613281,254,100,247,99,392,313,385,327
9.545000314712524,248,101,240,100,,,,
9.578211069107056,242,103,233,102,395,295,386,312
9.613643884658813,238,105,228,105,393,296,386,301
9.646779298782349,234,106,223,106,390,298,386,294
9.676514387130737,231,107,220,108,387,299,384,291
9.714177370071411,229,108,218,109,385,299,383,290
9.744819641113281,227,109,217,110,383,299,381,289
9.77610445022583,226,110,216,111,381,300,379,290
9.808292627334595,225,110,216,112,379,301,377,292
9.846106052398682,224,110,216,112,,,,
9.87637186050415,224,110,217,112,,,,
9.908040523529053,225,110,218,112,,,,
9.946572303771973,227,110,221,111,,,,
9.976598739624023,230,109,224,110,,,,
10.008216142654419,233,108,228,109,386,322,379,303
10.043915033340454,238,107,233,108,,,,
10.076838254928589,243,106,239,107,,,,
10.108323574066162,249,104,245,105,,,,
10.14609408378601,256,103,253,103,,,,
10.178240299224854,264,102,261,101,395,316,385,309
10.207989931106567,273,101,271,100,398,316,391,313
10.24688982963562,282,100,281,99,392,305,392,311
10.276916265487671,292,99,292,97,393,300,394,307
10.309746026992798,302,98,304,96,398,298,397,303
10.344669342041016,313,98,315,96,403,299,401,300
10.37808609008789,324,97,328,95,412,298,408,298
10.408729553222656,336,96,340,94,420,300,416,298
10.446861743927002,348,95,354,93,429,300,425,297
10.476768970489502,360,93,367,92,,,,
10.508054971694946,373,92,380,91,,,,
10.543920040130615,386,91,394,90,,,,
10.576202392578125,399,90,408,88,444,305,438,300
10.608501195907593,412,89,422,87,,,,
10.643973350524902,425,89,435,87,,,,
10.678278923034668,436,88,448,86,,,,
10.709756851196289,447,88,460,86,,,,
10.746906042098999,457,88,471,86,,,,
10.776140689849854,465,88,480,86,,,,
10.809060335159302,472,88,488,86,,,,
10.84428858757019,476,88,494,86,,,,
10.876774787902832,479,88,497,87,,,,
10.910331010818481,481,87,498,86,,,,
10.946013450622559,481,87,498,86,,,,
10.978771209716797,479,87,495,86,,,,
11.00870966911316,475,86,491,86,,,,
11.044752836227417,470,86,484,85,,,,
11.076215267181396,464,85,476,85,,,,
11.11058759689331,456,86,466,85,,,,
11.14580512046814,448,86,456,85,510,357,476,325
11.17684531211853,439,86,445,85,507,356,502,343
11.208389520645142,429,86,432,85,502,356,516,355
11.2463858127594,417,86,419,85,495,355,521,362
11.276066780090332,406,87,406,86,487,353,518,366
11.307915687561035,394,88,392,87,479,352,510,366
11.344350814819336,381,90,377,88,469,350,498,364
11.37730622291565,368,91,362,90,458,336,483,356
